Mod:Item:MetaData, Localized Name
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, Raw Inversion Pillar
bloodmagic:inversion_pillar:1, Corrosive Inversion Pillar
bloodmagic:inversion_pillar:2, Destructive Inversion Pillar
bloodmagic:inversion_pillar:3, Vengeful Inversion Pillar
bloodmagic:inversion_pillar:4, Steadfast Inversion Pillar
bloodmagic:inversion_pillar_end:0, Raw Inversion Pillar Base
bloodmagic:inversion_pillar_end:1, Raw Inversion Pillar Cap
bloodmagic:inversion_pillar_end:2, Corrosive Inversion Pillar Base
bloodmagic:inversion_pillar_end:3, Corrosive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:4, Destructive Inversion Pillar Base
bloodmagic:inversion_pillar_end:5, Destructive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:6, Vengeful Inversion Pillar Base
bloodmagic:inversion_pillar_end:7, Vengeful Inversion Pillar Cap
bloodmagic:inversion_pillar_end:8, Steadfast Inversion Pillar Base
bloodmagic:inversion_pillar_end:9, Steadfast Inversion Pillar Cap
bloodmagic:blood_orb:0, Слабый кровавый шар
bloodmagic:blood_orb:0, Кровавый шар ученика
bloodmagic:blood_orb:0, Кровавый шар мага
bloodmagic:blood_orb:0, Кровавый шар мастера
bloodmagic:blood_orb:0, Кровавый шар архимага
bloodmagic:activation_crystal:0, Слабый кристалл активации
bloodmagic:activation_crystal:1, Пробуждённый кристалл активации
bloodmagic:activation_crystal:2, Творческий кристалл активации
bloodmagic:slate:0, Чистая плитка
bloodmagic:slate:1, Укреплённая плитка
bloodmagic:slate:2, Пропитанная плитка
bloodmagic:slate:3, Демоническая плитка
bloodmagic:slate:4, Эфирная плитка
bloodmagic:inscription_tool:1, Инструмент начертания элемента: Вода
bloodmagic:inscription_tool:2, Инструмент начертания элемента: Огонь
bloodmagic:inscription_tool:3, Инструмент начертания элемента: Земля
bloodmagic:inscription_tool:4, Инструмент начертания элемента: Воздух
bloodmagic:inscription_tool:5, Инструмент начертания элемента: Сумерки
bloodmagic:sacrificial_dagger:0, Жертвенный кинжал
bloodmagic:sacrificial_dagger:1, Творческий жертвенный кинжал
bloodmagic:pack_sacrifice, Coat of Arms
bloodmagic:pack_self_sacrifice, Blood Letter's Pack
bloodmagic:dagger_of_sacrifice, Кинжал жертвоприношения
bloodmagic:ritual_diviner:0, Предсказатель ритуала
bloodmagic:ritual_diviner:1, Предсказатель ритуала [Сумерки]
bloodmagic:ritual_diviner:2, Предсказатель ритуала [Рассвет]
bloodmagic:ritual_dismantler, Ritual Dismantler
bloodmagic:ritual_reader, Редактор ритуала
bloodmagic:lava_crystal, Лавовый кристалл
bloodmagic:bound_sword, Связанный клинок
bloodmagic:bound_pickaxe, Связанная кирка
bloodmagic:bound_axe, Связанный топор
bloodmagic:bound_shovel, Связанная лопата
bloodmagic:sigil_divination, Сигил предсказания
bloodmagic:sigil_air, Сигил воздуха
bloodmagic:sigil_water, Сигил воды
bloodmagic:sigil_lava, Сигил лавы
bloodmagic:sigil_void, Сигил пустоты
bloodmagic:sigil_green_grove, Сигил зеленой рощи
bloodmagic:sigil_blood_light, Сигил кровавого светильника
bloodmagic:sigil_elemental_affinity, Сигил стихийного родства
bloodmagic:sigil_magnetism, Сигил притяжения
bloodmagic:sigil_suppression, Сигил подавления
bloodmagic:sigil_haste, Сигил скорости
bloodmagic:sigil_fast_miner, Сигил быстрого копателя
bloodmagic:sigil_seer, Сигил зрения
bloodmagic:sigil_phantom_bridge, Сигил призрачного моста
bloodmagic:sigil_whirlwind, Сигил вихря
bloodmagic:sigil_compression, Сигил сжатия
bloodmagic:sigil_ender_severance, Сигил разрыва Края
bloodmagic:sigil_holding, Сигил удержания
bloodmagic:sigil_teleposition, Сигил телепозиции
bloodmagic:sigil_transposition, Сигил транспозиции
bloodmagic:sigil_claw, Сигил когтя
bloodmagic:sigil_bounce, Сигил эластичности
bloodmagic:sigil_frost, Сигил зимнего дыхания
bloodmagic:component:0, Реагент воды
bloodmagic:component:1, Реагент лавы
bloodmagic:component:2, Реагент воздуха
bloodmagic:component:3, Реагент добычи
bloodmagic:component:4, Реагент пустоты
bloodmagic:component:5, Реагент роста
bloodmagic:component:6, Реагент стихийного родства
bloodmagic:component:7, Реагент взгляда
bloodmagic:component:8, Реагент связи
bloodmagic:component:9, Реагент подавления
bloodmagic:component:10, Части каркаса
bloodmagic:component:11, Реагент света
bloodmagic:component:12, Реагент притяжения
bloodmagic:component:13, Реагент скорости
bloodmagic:component:14, Реагент сжатия
bloodmagic:component:15, Реагент моста
bloodmagic:component:16, Реагент разрыва
bloodmagic:component:17, Реагент телепозиции
bloodmagic:component:18, Реагент транспозиции
bloodmagic:component:19, Железный песок
bloodmagic:component:20, Золотой песок
bloodmagic:component:21, Угольный песок
bloodmagic:component:22, Растительное масло
bloodmagic:component:23, Сера
bloodmagic:component:24, Селитра
bloodmagic:component:25, Нейротоксин
bloodmagic:component:26, Антисептик
bloodmagic:component:27, Реагент удержания
bloodmagic:component:28, Слабый удлиняющий катализатор
bloodmagic:component:29, Слабый усиливающий катализатор
bloodmagic:component:30, Реагент крюка
bloodmagic:component:31, Реагент эластичности
bloodmagic:component:32, Реагент заморозки
bloodmagic:item_demon_crystal:0, Кристалл демонической энергии
bloodmagic:item_demon_crystal:1, Кристалл коррозионной энергии
bloodmagic:item_demon_crystal:2, Кристалл разрушающей энергии
bloodmagic:item_demon_crystal:3, Кристалл мстительной энергии
bloodmagic:item_demon_crystal:4, Кристалл устойчивой энергии
bloodmagic:teleposition_focus:0, Фокус телепозиции
bloodmagic:teleposition_focus:1, Улучшенный фокус телепозиции
bloodmagic:teleposition_focus:2, Усиленный фокус телепозиции
bloodmagic:teleposition_focus:3, Демонический фокус телепозиции
bloodmagic:experience_tome, Том исследований
bloodmagic:blood_shard:0, Слабый кровавый осколок
bloodmagic:blood_shard:1, Демонический кровавый осколок
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
